test,instance,passenger_count,id_instance,demand_size,group_id,max_vehicle_capacity,fleet_size,total_capacity,user_base,objective_function,run_time,total_delay_C_obj_val,total_delay_B_obj_val,total_delay_A_obj_val,first_tier_rides_C_obj_val,first_tier_rides_B_obj_val,first_tier_rides_A_obj_val,fleet_capacity_obj_val,total_delay_C_obj_mip_gap,total_delay_B_obj_mip_gap,total_delay_A_obj_mip_gap,first_tier_rides_C_obj_mip_gap,first_tier_rides_B_obj_mip_gap,first_tier_rides_A_obj_mip_gap,fleet_capacity_obj_mip_gap,capacity_01,capacity_02,capacity_03,capacity_04,pk_delay_mean_A,pk_delay_mean_B,pk_delay_mean_C,pk_delay_sum_A,pk_delay_sum_B,pk_delay_sum_C,ride_delay_mean_A,ride_delay_mean_B,ride_delay_mean_C,ride_delay_sum_A,ride_delay_sum_B,ride_delay_sum_C,tier_1,tier_1_A,tier_1_B,tier_1_C,tier_1_pk_delay_sum,tier_1_pk_delay_sum_A,tier_1_pk_delay_sum_B,tier_1_pk_delay_sum_C,tier_1_ride_delay_sum,tier_1_ride_delay_sum_A,tier_1_ride_delay_sum_B,tier_1_ride_delay_sum_C,tier_2,tier_2_A,tier_2_B,tier_2_C,tier_2_pk_delay_sum,tier_2_pk_delay_sum_A,tier_2_pk_delay_sum_B,tier_2_pk_delay_sum_C,tier_2_ride_delay_sum,tier_2_ride_delay_sum_A,tier_2_ride_delay_sum_B,tier_2_ride_delay_sum_C,total,total_A,total_B,total_C,total_delay,total_pk_delay,total_pk_delay_A,total_pk_delay_B,total_pk_delay_C,total_ride_delay,total_ride_delay_A,total_ride_delay_B,total_ride_delay_C
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,106.37388610839844,294,922,304,-1,-5,-4,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,76.0,112.4,294.0,304.0,562.0,294.0,0.0,72.0,0.0,0.0,360.0,0.0,10.0,4.0,5.0,1.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,1.0,1520.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,86.4535140991211,294,922,304,-1,-5,-4,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,76.0,112.4,294.0,304.0,562.0,294.0,0.0,72.0,0.0,0.0,360.0,0.0,10.0,4.0,5.0,1.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,1.0,1520.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,8.842105865478516,294,922,304,-1,-5,-4,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,76.0,112.4,294.0,304.0,562.0,294.0,0.0,72.0,0.0,0.0,360.0,0.0,10.0,4.0,5.0,1.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,1.0,1520.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,8.264039993286133,294,922,304,-1,-5,-4,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,76.0,112.4,294.0,304.0,562.0,294.0,0.0,72.0,0.0,0.0,360.0,0.0,10.0,4.0,5.0,1.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,1.0,1520.0,1160.0,304.0,562.0,294.0,360.0,0.0,360.0,0.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,2653.512044906616,294,1286,527,-1,-5,-4,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,131.75,188.6,294.0,527.0,943.0,294.0,0.0,68.6,0.0,0.0,343.0,0.0,10.0,4.0,5.0,1.0,1764.0,527.0,943.0,294.0,343.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,1.0,2107.0,1764.0,527.0,943.0,294.0,343.0,0.0,343.0,0.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,16315.431884765625,367,1548,55,-1,-7,-2,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,27.5,184.28571428571428,367.0,55.0,1290.0,367.0,0.0,36.857142857142854,0.0,0.0,258.0,0.0,10.0,2.0,7.0,1.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,1970.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,3205.847387313843,367,1548,55,-1,-7,-2,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,27.5,184.28571428571428,367.0,55.0,1290.0,367.0,0.0,36.857142857142854,0.0,0.0,258.0,0.0,10.0,2.0,7.0,1.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,1970.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,2569.0943870544434,367,1548,55,-1,-7,-2,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,27.5,184.28571428571428,367.0,55.0,1290.0,367.0,0.0,36.857142857142854,0.0,0.0,258.0,0.0,10.0,2.0,7.0,1.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,1970.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,1073.744176864624,367,1548,55,-1,-7,-2,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,27.5,184.28571428571428,367.0,55.0,1290.0,367.0,0.0,36.857142857142854,0.0,0.0,258.0,0.0,10.0,2.0,7.0,1.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,1970.0,1712.0,55.0,1290.0,367.0,258.0,0.0,258.0,0.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,18013.999616622925,420,11728,230,-1,-7,-2,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,115.0,248.42857142857142,420.0,230.0,1739.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,2389.0,230.0,1739.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,2389.0,2389.0,230.0,1739.0,420.0,0.0,0.0,0.0,0.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,18009.98015975952,6078,17364,1558,-2,-5,-1,16,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,4,45.0,157.28571428571428,129.0,45.0,1101.0,258.0,0.0,126.28571428571429,291.0,0.0,884.0,582.0,8.0,1.0,5.0,2.0,1137.0,45.0,834.0,258.0,1070.0,0.0,488.0,582.0,2.0,0.0,2.0,0.0,267.0,0.0,267.0,0.0,396.0,0.0,396.0,0.0,10.0,1.0,7.0,2.0,2870.0,1404.0,45.0,1101.0,258.0,1466.0,0.0,884.0,582.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,22.448829650878906,502,1391,84,-2,-6,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,84.0,184.28571428571428,87.5,84.0,1290.0,175.0,0.0,14.428571428571429,163.5,0.0,101.0,327.0,9.0,1.0,6.0,2.0,1188.0,84.0,929.0,175.0,428.0,0.0,101.0,327.0,1.0,0.0,1.0,0.0,361.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1977.0,1549.0,84.0,1290.0,175.0,428.0,0.0,101.0,327.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,23.512956619262695,502,1391,84,-2,-6,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,84.0,184.28571428571428,87.5,84.0,1290.0,175.0,0.0,14.428571428571429,163.5,0.0,101.0,327.0,9.0,1.0,6.0,2.0,1188.0,84.0,929.0,175.0,428.0,0.0,101.0,327.0,1.0,0.0,1.0,0.0,361.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1977.0,1549.0,84.0,1290.0,175.0,428.0,0.0,101.0,327.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,9.812240600585938,770,884,84,-2,-7,-1,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,84.0,111.85714285714286,385.0,84.0,783.0,770.0,0.0,14.428571428571429,0.0,0.0,101.0,0.0,10.0,1.0,7.0,2.0,1637.0,84.0,783.0,770.0,101.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1738.0,1637.0,84.0,783.0,770.0,101.0,0.0,101.0,0.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,28.14054298400879,502,1391,84,-2,-7,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,84.0,184.28571428571428,87.5,84.0,1290.0,175.0,0.0,14.428571428571429,163.5,0.0,101.0,327.0,10.0,1.0,7.0,2.0,1549.0,84.0,1290.0,175.0,428.0,0.0,101.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1977.0,1549.0,84.0,1290.0,175.0,428.0,0.0,101.0,327.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.8631019592285156,381,1215,369,-1,-5,-3,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,123.0,167.83333333333334,381.0,369.0,1007.0,381.0,0.0,34.666666666666664,0.0,0.0,208.0,0.0,9.0,3.0,5.0,1.0,1353.0,369.0,603.0,381.0,208.0,0.0,208.0,0.0,1.0,0.0,1.0,0.0,404.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,1965.0,1757.0,369.0,1007.0,381.0,208.0,0.0,208.0,0.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.7780971527099609,381,1215,369,-1,-5,-3,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,123.0,167.83333333333334,381.0,369.0,1007.0,381.0,0.0,34.666666666666664,0.0,0.0,208.0,0.0,9.0,3.0,5.0,1.0,1353.0,369.0,603.0,381.0,208.0,0.0,208.0,0.0,1.0,0.0,1.0,0.0,404.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,1965.0,1757.0,369.0,1007.0,381.0,208.0,0.0,208.0,0.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.6650791168212891,381,1215,369,-1,-5,-3,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,123.0,167.83333333333334,381.0,369.0,1007.0,381.0,0.0,34.666666666666664,0.0,0.0,208.0,0.0,9.0,3.0,5.0,1.0,1353.0,369.0,603.0,381.0,208.0,0.0,208.0,0.0,1.0,0.0,1.0,0.0,404.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,1965.0,1757.0,369.0,1007.0,381.0,208.0,0.0,208.0,0.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.29903602600097656,303,788,368,-1,-6,-3,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,122.66666666666667,115.66666666666667,303.0,368.0,694.0,303.0,0.0,15.666666666666666,0.0,0.0,94.0,0.0,10.0,3.0,6.0,1.0,1365.0,368.0,694.0,303.0,94.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,1459.0,1365.0,368.0,694.0,303.0,94.0,0.0,94.0,0.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.5900726318359375,303,1141,368,-1,-6,-3,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,122.66666666666667,174.5,303.0,368.0,1047.0,303.0,0.0,15.666666666666666,0.0,0.0,94.0,0.0,10.0,3.0,6.0,1.0,1718.0,368.0,1047.0,303.0,94.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,1812.0,1718.0,368.0,1047.0,303.0,94.0,0.0,94.0,0.0
slevels_050,slevels_050__manhattan__010__B__A-0_B-100_C-0__001__maxpcount_01,maxpcount_01,001,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.661203384399414,0,2029,0,0,-10,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,97.1,,0.0,971.0,0.0,,105.8,,0.0,1058.0,0.0,10.0,0.0,10.0,0.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2029.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0
slevels_080,slevels_080__manhattan__010__B__A-0_B-100_C-0__001__maxpcount_01,maxpcount_01,001,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,2.162630081176758,0,2029,0,0,-10,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,97.1,,0.0,971.0,0.0,,105.8,,0.0,1058.0,0.0,10.0,0.0,10.0,0.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2029.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0
slevels_090,slevels_090__manhattan__010__B__A-0_B-100_C-0__001__maxpcount_01,maxpcount_01,001,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.4252338409423828,0,2029,0,0,-10,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,97.1,,0.0,971.0,0.0,,105.8,,0.0,1058.0,0.0,10.0,0.0,10.0,0.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2029.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0
slevels_100,slevels_100__manhattan__010__B__A-0_B-100_C-0__001__maxpcount_01,maxpcount_01,001,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,0.3448047637939453,0,2029,0,0,-10,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,97.1,,0.0,971.0,0.0,,105.8,,0.0,1058.0,0.0,10.0,0.0,10.0,0.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2029.0,971.0,0.0,971.0,0.0,1058.0,0.0,1058.0,0.0
status_quo,status_quo__manhattan__010__B__A-0_B-100_C-0__001__maxpcount_01,maxpcount_01,001,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,2.9711380004882812,0,2271,0,0,-10,0,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,,163.3,,0.0,1633.0,0.0,,63.8,,0.0,638.0,0.0,10.0,0.0,10.0,0.0,1633.0,0.0,1633.0,0.0,638.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2271.0,1633.0,0.0,1633.0,0.0,638.0,0.0,638.0,0.0
slevels_050,slevels_050__manhattan__010__B__A-0_B-100_C-0__002__maxpcount_01,maxpcount_01,002,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.715616226196289,0,1537,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,131.3,,0.0,1313.0,0.0,,22.4,,0.0,224.0,0.0,10.0,0.0,10.0,0.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1537.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0
slevels_080,slevels_080__manhattan__010__B__A-0_B-100_C-0__002__maxpcount_01,maxpcount_01,002,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.671844482421875,0,1537,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,131.3,,0.0,1313.0,0.0,,22.4,,0.0,224.0,0.0,10.0,0.0,10.0,0.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1537.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0
slevels_090,slevels_090__manhattan__010__B__A-0_B-100_C-0__002__maxpcount_01,maxpcount_01,002,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.4454307556152344,0,1537,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,131.3,,0.0,1313.0,0.0,,22.4,,0.0,224.0,0.0,10.0,0.0,10.0,0.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1537.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0
slevels_100,slevels_100__manhattan__010__B__A-0_B-100_C-0__002__maxpcount_01,maxpcount_01,002,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,0.45702362060546875,0,1537,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,131.3,,0.0,1313.0,0.0,,22.4,,0.0,224.0,0.0,10.0,0.0,10.0,0.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1537.0,1313.0,0.0,1313.0,0.0,224.0,0.0,224.0,0.0
status_quo,status_quo__manhattan__010__B__A-0_B-100_C-0__002__maxpcount_01,maxpcount_01,002,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,2.6711196899414062,0,1835,0,0,-10,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,175.7,,0.0,1757.0,0.0,,7.8,,0.0,78.0,0.0,10.0,0.0,10.0,0.0,1757.0,0.0,1757.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1835.0,1757.0,0.0,1757.0,0.0,78.0,0.0,78.0,0.0
slevels_050,slevels_050__manhattan__010__B__A-0_B-100_C-0__003__maxpcount_01,maxpcount_01,003,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,17.16961669921875,0,1560,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,121.4,,0.0,1214.0,0.0,,34.6,,0.0,346.0,0.0,10.0,0.0,10.0,0.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1560.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0
slevels_080,slevels_080__manhattan__010__B__A-0_B-100_C-0__003__maxpcount_01,maxpcount_01,003,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,18.763446807861328,0,1560,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,121.4,,0.0,1214.0,0.0,,34.6,,0.0,346.0,0.0,10.0,0.0,10.0,0.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1560.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0
slevels_090,slevels_090__manhattan__010__B__A-0_B-100_C-0__003__maxpcount_01,maxpcount_01,003,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,16.82992935180664,0,1560,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,121.4,,0.0,1214.0,0.0,,34.6,,0.0,346.0,0.0,10.0,0.0,10.0,0.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1560.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0
slevels_100,slevels_100__manhattan__010__B__A-0_B-100_C-0__003__maxpcount_01,maxpcount_01,003,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,1.7812252044677734,0,1560,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,121.4,,0.0,1214.0,0.0,,34.6,,0.0,346.0,0.0,10.0,0.0,10.0,0.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1560.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0
status_quo,status_quo__manhattan__010__B__A-0_B-100_C-0__003__maxpcount_01,maxpcount_01,003,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,58.827877044677734,0,1560,0,0,-10,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,121.4,,0.0,1214.0,0.0,,34.6,,0.0,346.0,0.0,10.0,0.0,10.0,0.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1560.0,1214.0,0.0,1214.0,0.0,346.0,0.0,346.0,0.0
slevels_050,slevels_050__manhattan__010__B__A-0_B-100_C-0__004__maxpcount_01,maxpcount_01,004,10,010_B,4,10,40,B,total_delay__first_tier_rides__fleet_capacity,3.6063594818115234,0,1658,0,0,-9,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,132.8,,0.0,1328.0,0.0,,33.0,,0.0,330.0,0.0,9.0,0.0,9.0,0.0,1010.0,0.0,1010.0,0.0,330.0,0.0,330.0,0.0,1.0,0.0,1.0,0.0,318.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1658.0,1328.0,0.0,1328.0,0.0,330.0,0.0,330.0,0.0
