test,instance,passenger_count,id_instance,demand_size,group_id,max_vehicle_capacity,fleet_size,total_capacity,user_base,objective_function,run_time,total_delay_C_obj_val,total_delay_B_obj_val,total_delay_A_obj_val,first_tier_rides_C_obj_val,first_tier_rides_B_obj_val,first_tier_rides_A_obj_val,fleet_capacity_obj_val,total_delay_C_obj_mip_gap,total_delay_B_obj_mip_gap,total_delay_A_obj_mip_gap,first_tier_rides_C_obj_mip_gap,first_tier_rides_B_obj_mip_gap,first_tier_rides_A_obj_mip_gap,fleet_capacity_obj_mip_gap,capacity_01,capacity_02,capacity_03,capacity_04,pk_delay_mean_A,pk_delay_mean_B,pk_delay_mean_C,pk_delay_sum_A,pk_delay_sum_B,pk_delay_sum_C,ride_delay_mean_A,ride_delay_mean_B,ride_delay_mean_C,ride_delay_sum_A,ride_delay_sum_B,ride_delay_sum_C,tier_1,tier_1_A,tier_1_B,tier_1_C,tier_1_pk_delay_sum,tier_1_pk_delay_sum_A,tier_1_pk_delay_sum_B,tier_1_pk_delay_sum_C,tier_1_ride_delay_sum,tier_1_ride_delay_sum_A,tier_1_ride_delay_sum_B,tier_1_ride_delay_sum_C,tier_2,tier_2_A,tier_2_B,tier_2_C,tier_2_pk_delay_sum,tier_2_pk_delay_sum_A,tier_2_pk_delay_sum_B,tier_2_pk_delay_sum_C,tier_2_ride_delay_sum,tier_2_ride_delay_sum_A,tier_2_ride_delay_sum_B,tier_2_ride_delay_sum_C,total,total_A,total_B,total_C,total_delay,total_pk_delay,total_pk_delay_A,total_pk_delay_B,total_pk_delay_C,total_ride_delay,total_ride_delay_A,total_ride_delay_B,total_ride_delay_C
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,54.525190353393555,811,1905,0,-4,-5,0,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,,174.66666666666666,148.75,0.0,1048.0,595.0,,36.333333333333336,54.0,0.0,218.0,216.0,9.0,0.0,5.0,4.0,1255.0,0.0,660.0,595.0,434.0,0.0,218.0,216.0,1.0,0.0,1.0,0.0,388.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,2077.0,1643.0,0.0,1048.0,595.0,434.0,0.0,218.0,216.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,41.2967529296875,811,1905,0,-4,-5,0,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,,174.66666666666666,148.75,0.0,1048.0,595.0,,36.333333333333336,54.0,0.0,218.0,216.0,9.0,0.0,5.0,4.0,1255.0,0.0,660.0,595.0,434.0,0.0,218.0,216.0,1.0,0.0,1.0,0.0,388.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,2077.0,1643.0,0.0,1048.0,595.0,434.0,0.0,218.0,216.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,51.049638748168945,811,1905,0,-4,-5,0,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,,174.66666666666666,148.75,0.0,1048.0,595.0,,36.333333333333336,54.0,0.0,218.0,216.0,9.0,0.0,5.0,4.0,1255.0,0.0,660.0,595.0,434.0,0.0,218.0,216.0,1.0,0.0,1.0,0.0,388.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,2077.0,1643.0,0.0,1048.0,595.0,434.0,0.0,218.0,216.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,13.661506652832031,669,802,0,-4,-6,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,121.0,148.75,0.0,726.0,595.0,,12.666666666666666,18.5,0.0,76.0,74.0,10.0,0.0,6.0,4.0,1321.0,0.0,726.0,595.0,150.0,0.0,76.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,1471.0,1321.0,0.0,726.0,595.0,150.0,0.0,76.0,74.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__002__maxpcount_01,maxpcount_01,002,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,61.82602310180664,811,1266,0,-4,-6,0,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,,174.66666666666666,148.75,0.0,1048.0,595.0,,36.333333333333336,54.0,0.0,218.0,216.0,10.0,0.0,6.0,4.0,1643.0,0.0,1048.0,595.0,434.0,0.0,218.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,2077.0,1643.0,0.0,1048.0,595.0,434.0,0.0,218.0,216.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,2.375734329223633,404,1118,50,-2,-7,-1,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,50.0,112.57142857142857,173.0,50.0,788.0,346.0,0.0,47.142857142857146,29.0,0.0,330.0,58.0,10.0,1.0,7.0,2.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1572.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,1.6876239776611328,404,1118,50,-2,-7,-1,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,50.0,112.57142857142857,173.0,50.0,788.0,346.0,0.0,47.142857142857146,29.0,0.0,330.0,58.0,10.0,1.0,7.0,2.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1572.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,1.420196533203125,404,1118,50,-2,-7,-1,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,50.0,112.57142857142857,173.0,50.0,788.0,346.0,0.0,47.142857142857146,29.0,0.0,330.0,58.0,10.0,1.0,7.0,2.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1572.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,0.5929660797119141,404,1118,50,-2,-7,-1,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,50.0,112.57142857142857,173.0,50.0,788.0,346.0,0.0,47.142857142857146,29.0,0.0,330.0,58.0,10.0,1.0,7.0,2.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,1572.0,1184.0,50.0,788.0,346.0,388.0,0.0,330.0,58.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__003__maxpcount_01,maxpcount_01,003,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,3.9836769104003906,611,1467,50,-2,-7,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,50.0,151.14285714285714,170.5,50.0,1058.0,341.0,0.0,58.42857142857143,135.0,0.0,409.0,270.0,10.0,1.0,7.0,2.0,1449.0,50.0,1058.0,341.0,679.0,0.0,409.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2.0,2128.0,1449.0,50.0,1058.0,341.0,679.0,0.0,409.0,270.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,15.356132507324219,109,995,0,-1,-8,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,0.0,90.625,20.0,0.0,725.0,20.0,0.0,33.75,89.0,0.0,270.0,89.0,10.0,1.0,8.0,1.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,1104.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,16.87262725830078,109,995,0,-1,-8,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,0.0,90.625,20.0,0.0,725.0,20.0,0.0,33.75,89.0,0.0,270.0,89.0,10.0,1.0,8.0,1.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,1104.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,11.150369644165039,109,995,0,-1,-8,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,0.0,90.625,20.0,0.0,725.0,20.0,0.0,33.75,89.0,0.0,270.0,89.0,10.0,1.0,8.0,1.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,1104.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,3.655710220336914,109,995,0,-1,-8,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,0.0,90.625,20.0,0.0,725.0,20.0,0.0,33.75,89.0,0.0,270.0,89.0,10.0,1.0,8.0,1.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,1104.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__004__maxpcount_01,maxpcount_01,004,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,38.9946174621582,109,995,0,-1,-8,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,0.0,90.625,20.0,0.0,725.0,20.0,0.0,33.75,89.0,0.0,270.0,89.0,10.0,1.0,8.0,1.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,1104.0,745.0,0.0,725.0,20.0,359.0,0.0,270.0,89.0
slevels_050,slevels_050__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,6.001941680908203,499,1366,78,-3,-5,-1,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,78.0,179.5,94.33333333333333,78.0,1077.0,283.0,0.0,48.166666666666664,72.0,0.0,289.0,216.0,9.0,1.0,5.0,3.0,1086.0,78.0,725.0,283.0,505.0,0.0,289.0,216.0,1.0,0.0,1.0,0.0,352.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1943.0,1438.0,78.0,1077.0,283.0,505.0,0.0,289.0,216.0
slevels_080,slevels_080__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,5.336589813232422,499,1366,78,-3,-5,-1,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,78.0,179.5,94.33333333333333,78.0,1077.0,283.0,0.0,48.166666666666664,72.0,0.0,289.0,216.0,9.0,1.0,5.0,3.0,1086.0,78.0,725.0,283.0,505.0,0.0,289.0,216.0,1.0,0.0,1.0,0.0,352.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1943.0,1438.0,78.0,1077.0,283.0,505.0,0.0,289.0,216.0
slevels_090,slevels_090__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,6.291849136352539,499,1366,78,-3,-5,-1,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,78.0,179.5,94.33333333333333,78.0,1077.0,283.0,0.0,48.166666666666664,72.0,0.0,289.0,216.0,9.0,1.0,5.0,3.0,1086.0,78.0,725.0,283.0,505.0,0.0,289.0,216.0,1.0,0.0,1.0,0.0,352.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1943.0,1438.0,78.0,1077.0,283.0,505.0,0.0,289.0,216.0
slevels_100,slevels_100__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,5.810310363769531,805,928,78,-3,-6,-1,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,78.0,120.66666666666667,196.33333333333334,78.0,724.0,589.0,0.0,34.0,72.0,0.0,204.0,216.0,10.0,1.0,6.0,3.0,1391.0,78.0,724.0,589.0,420.0,0.0,204.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1811.0,1391.0,78.0,724.0,589.0,420.0,0.0,204.0,216.0
status_quo,status_quo__manhattan__010__BB__A-16_B-68_C-16__005__maxpcount_01,maxpcount_01,005,10,010_BB,4,10,40,BB,total_delay__first_tier_rides__fleet_capacity,5.031951904296875,491,1323,78,-3,-6,-1,20,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,5,78.0,186.5,91.66666666666667,78.0,1119.0,275.0,0.0,34.0,72.0,0.0,204.0,216.0,10.0,1.0,6.0,3.0,1472.0,78.0,1119.0,275.0,420.0,0.0,204.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1892.0,1472.0,78.0,1119.0,275.0,420.0,0.0,204.0,216.0
slevels_050,slevels_050__manhattan__010__CC__A-16_B-16_C-68__001__maxpcount_01,maxpcount_01,001,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,1.375833511352539,1213,130,357,-5,-2,-3,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,119.0,65.0,242.6,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0
slevels_080,slevels_080__manhattan__010__CC__A-16_B-16_C-68__001__maxpcount_01,maxpcount_01,001,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.5292110443115234,1213,130,357,-5,-2,-3,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,119.0,65.0,242.6,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0
slevels_090,slevels_090__manhattan__010__CC__A-16_B-16_C-68__001__maxpcount_01,maxpcount_01,001,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.42374610900878906,1213,130,357,-5,-2,-3,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,119.0,65.0,242.6,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0
slevels_100,slevels_100__manhattan__010__CC__A-16_B-16_C-68__001__maxpcount_01,maxpcount_01,001,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.3809776306152344,1213,130,357,-5,-2,-3,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,119.0,65.0,242.6,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1700.0,1700.0,357.0,130.0,1213.0,0.0,0.0,0.0,0.0
status_quo,status_quo__manhattan__010__CC__A-16_B-16_C-68__001__maxpcount_01,maxpcount_01,001,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,1.1512298583984375,1504,130,493,-5,-2,-3,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,164.33333333333334,65.0,300.8,493.0,130.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,2127.0,493.0,130.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,2127.0,2127.0,493.0,130.0,1504.0,0.0,0.0,0.0,0.0
slevels_050,slevels_050__manhattan__010__CC__A-16_B-16_C-68__002__maxpcount_01,maxpcount_01,002,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.11070442199707031,2005,32,0,-9,-1,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,32.0,156.0,0.0,32.0,1404.0,,0.0,66.77777777777777,0.0,0.0,601.0,10.0,0.0,1.0,9.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,2037.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0
slevels_080,slevels_080__manhattan__010__CC__A-16_B-16_C-68__002__maxpcount_01,maxpcount_01,002,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.1077117919921875,2005,32,0,-9,-1,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,32.0,156.0,0.0,32.0,1404.0,,0.0,66.77777777777777,0.0,0.0,601.0,10.0,0.0,1.0,9.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,2037.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0
slevels_090,slevels_090__manhattan__010__CC__A-16_B-16_C-68__002__maxpcount_01,maxpcount_01,002,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.11668968200683594,2005,32,0,-9,-1,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,32.0,156.0,0.0,32.0,1404.0,,0.0,66.77777777777777,0.0,0.0,601.0,10.0,0.0,1.0,9.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,2037.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0
slevels_100,slevels_100__manhattan__010__CC__A-16_B-16_C-68__002__maxpcount_01,maxpcount_01,002,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.14412689208984375,2005,32,0,-9,-1,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,32.0,156.0,0.0,32.0,1404.0,,0.0,66.77777777777777,0.0,0.0,601.0,10.0,0.0,1.0,9.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,2037.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0
status_quo,status_quo__manhattan__010__CC__A-16_B-16_C-68__002__maxpcount_01,maxpcount_01,002,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,0.33609771728515625,2005,32,0,-9,-1,0,28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,7,,32.0,156.0,0.0,32.0,1404.0,,0.0,66.77777777777777,0.0,0.0,601.0,10.0,0.0,1.0,9.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,2037.0,1436.0,0.0,32.0,1404.0,601.0,0.0,0.0,601.0
slevels_050,slevels_050__manhattan__010__CC__A-16_B-16_C-68__003__maxpcount_01,maxpcount_01,003,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,4.148662567138672,2263,0,0,-10,0,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,,184.2,0.0,0.0,1842.0,,,42.1,0.0,0.0,421.0,10.0,0.0,0.0,10.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2263.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0
slevels_080,slevels_080__manhattan__010__CC__A-16_B-16_C-68__003__maxpcount_01,maxpcount_01,003,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,4.405801773071289,2263,0,0,-10,0,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,,184.2,0.0,0.0,1842.0,,,42.1,0.0,0.0,421.0,10.0,0.0,0.0,10.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2263.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0
slevels_090,slevels_090__manhattan__010__CC__A-16_B-16_C-68__003__maxpcount_01,maxpcount_01,003,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,5.406293869018555,2263,0,0,-10,0,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,,184.2,0.0,0.0,1842.0,,,42.1,0.0,0.0,421.0,10.0,0.0,0.0,10.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2263.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0
slevels_100,slevels_100__manhattan__010__CC__A-16_B-16_C-68__003__maxpcount_01,maxpcount_01,003,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,5.180196762084961,2263,0,0,-10,0,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,,184.2,0.0,0.0,1842.0,,,42.1,0.0,0.0,421.0,10.0,0.0,0.0,10.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2263.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0
status_quo,status_quo__manhattan__010__CC__A-16_B-16_C-68__003__maxpcount_01,maxpcount_01,003,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,3.8919029235839844,2263,0,0,-10,0,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,,184.2,0.0,0.0,1842.0,,,42.1,0.0,0.0,421.0,10.0,0.0,0.0,10.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2263.0,1842.0,0.0,0.0,1842.0,421.0,0.0,0.0,421.0
slevels_050,slevels_050__manhattan__010__CC__A-16_B-16_C-68__004__maxpcount_01,maxpcount_01,004,10,010_CC,4,10,40,CC,total_delay__first_tier_rides__fleet_capacity,91.2198314666748,453,1041,0,-4,-5,0,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0,6,,173.33333333333334,113.0,0.0,1040.0,452.0,,0.16666666666666666,0.25,0.0,1.0,1.0,9.0,0.0,5.0,4.0,1177.0,0.0,725.0,452.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,315.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,1494.0,1492.0,0.0,1040.0,452.0,2.0,0.0,1.0,1.0
